bar_idx,datetime,macro_state,family,confidence,policy,supply,demand,volume,mtf,regime,momentum,capit,fuel,risk,macro_phase_weak_evidence,va_policy,bear_v3,EVAL_exitype,EVAL_realR
9504,2026-02-24,NO_OVERHEAD_MARKUP,BULL,high,REVIEW_RISK,CLEAN_SKY_BULLISH,DEMAND_ABSENT,REJECTION_BELOW_VALUE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,MACRO_RANGE_TRANSITION,REVIEW,ALLOW,SCRATCH,0.16
9512,2026-02-25,BULL_PULLBACK_CONTINUATION,BULL,medium,TAKE,SUPPLY_REJECTING_RISK,DEMAND_NEUTRAL,REJECTION_BELOW_VALUE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_RANGE_TRANSITION,HUMAN_VISUAL_REQUIRED,ALLOW,WIN_BE,0.9
9523,2026-02-27,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_RANGE_TRANSITION,HUMAN_VISUAL_REQUIRED,ALLOW,STOP_LOSS,-1.1
9530,2026-03-02,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_ABSENT,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_RANGE_TRANSITION,REVIEW,ALLOW,STOP_LOSS,-1.1
9537,2026-03-03,CAPITULATION_RECLAIM_VALID,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_NEUTRAL,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,CLIMAX_RECLAIM,medium_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,TAKE_CANDIDATE,ALLOW,SCRATCH,-0.59
9582,2026-03-13,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT,IN_VALUE_BALANCE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_TOO_SHORT,MACRO_RANGE_TRANSITION,REVIEW,ALLOW,STOP_LOSS,-1.1
9628,2026-03-25,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_RANGE_TRANSITION,HUMAN_VISUAL_REQUIRED,ALLOW,SCRATCH,0.5
9646,2026-03-30,UNKNOWN_CONFLICT,NEUTRO,low,REVIEW,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,SKIP_STRUCTURAL,ALLOW,SCRATCH,1.24
9727,2026-04-17,BULL_PULLBACK_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,HUMAN_VISUAL_REQUIRED,ALLOW,STOP_LOSS,-1.11
9805,2026-05-06,UNKNOWN_CONFLICT,NEUTRO,low,REVIEW,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,REVIEW,ALLOW,STOP_LOSS,-1.1
