plot_id,set,specialist,state,confidence,supports,conflicts,reason_codes,feature_values,market_interpretation,provenance_ok
T19,C,fuel,high_fuel,medium,room,,far_supply,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=3.29;dist_d1_supply=0.41;blocks_target=0,supply longe = combustível alto,True
T19,C,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.37;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
T27,C,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=1.64;has_overhead=1,supply bloqueia alvo = R ruim,True
T27,C,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=1.96;touched_retest=1,demanda defendida real,True
T27,C,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.3;dist_VAL=0.48;va_width=0.89;rel_volume=0.94,dentro do valor = balanço,True
T27,C,mtf,BEAR_ALIGN,high,,mtf_bear,d/w break bear,trend_30_4h=-2.2;rsi_1d=24.6;d_break=bear;w_break=bear;weekly_slope=-0.6218079847300196,alinhamento bear = bounce local provável,True
T27,C,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=BEAR;combined_score=-3.0;cascade=-3.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=15.141877329988604,macro quebrado/distribuição = topo macro,True
T27,C,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-2.2;rsi=51.02;rsi_1d=24.6;legpos90=15.1;rise20=1.63;bear_div=0.0,momentum fraco = bounce/indeciso,True
T27,C,capit,NO_CAPITULATION,low,,,no_cap,drop20=2.05;rsi_min8=33.05;sweet_spot=False;bub_sell=6.0;reclaim_body=-0.31,sem capitulação relevante,True
T27,C,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.64;dist_d1_supply=5.58;blocks_target=1,supply colada/bloqueia = combustível baixo,True
T27,C,risk,SL_NEUTRAL,medium,,,neutral,sl_atr=2.06;sl_type=V_REVERSAL_DEMAND,SL aceitável,True
T32,C,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
T32,C,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.16;touched_retest=1,demanda defendida real,True
T32,C,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.76;dist_VAL=1.37;va_width=0.64;rel_volume=1.8,aceitação acima do valor = bullish,True
T32,C,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=3.65;rsi_1d=74.0;d_break=bull;w_break=bull;weekly_slope=0.6363053631811029,alinhamento bull multi-TF = bull-run maior,True
T32,C,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=1.0;cascade=1.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=1.1706562270117638,regime macro bull,True
T32,C,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=3.65;rsi=56.87;rsi_1d=74.0;legpos90=95.7;rise20=1.69;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
T32,C,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.41;rsi_min8=51.16;sweet_spot=False;bub_sell=0.0;reclaim_body=0.76,sem capitulação relevante,True
T32,C,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=None;blocks_target=0,sem teto = combustível alto,True
T32,C,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.26;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
T33,C,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=1.73;has_overhead=1,supply bloqueia alvo = R ruim,True
T33,C,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=1.84;touched_retest=1,demanda defendida real,True
T33,C,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=1.12;dist_VAL=1.5;va_width=0.84;rel_volume=1.49,aceitação acima do valor = bullish,True
T33,C,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=2.92;rsi_1d=49.7;d_break=bull;w_break=bull;weekly_slope=0.9776251203295535,alinhamento bull multi-TF = bull-run maior,True
T33,C,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=TRANSITION;combined_score=1.0;cascade=1.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=4.838225435641808,regime macro bull,True
T33,C,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=2.92;rsi=46.21;rsi_1d=49.7;legpos90=33.6;rise20=1.49;bear_div=0.0,momentum bull forte,True
T33,C,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.32;rsi_min8=46.21;sweet_spot=False;bub_sell=2.0;reclaim_body=1.49,sem capitulação relevante,True
T33,C,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.73;dist_d1_supply=0.06;blocks_target=1,supply colada/bloqueia = combustível baixo,True
T33,C,risk,SL_NEUTRAL,medium,,,neutral,sl_atr=1.94;sl_type=V_REVERSAL_DEMAND,SL aceitável,True
T34,C,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=3.28;has_overhead=1,supply longe = espaço ok,True
T34,C,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.9;touched_retest=1,demanda defendida real,True
T34,C,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.03;dist_VAL=1.4;va_width=1.72;rel_volume=0.3,dentro do valor = balanço,True
T34,C,mtf,PARTIAL_BULL,medium,partial_bull,,parcial,trend_30_4h=3.09;rsi_1d=43.4;d_break=bear;w_break=bull;weekly_slope=0.898919941913868,alinhamento parcial bull,True
T34,C,regime,MACRO_NEUTRAL,low,,,neutral,v3_state=TRANSITION;combined_score=-1.0;cascade=-1.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=6.066839725065709,regime neutro/transição,True
T34,C,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=3.09;rsi=59.71;rsi_1d=43.4;legpos90=45.5;rise20=2.44;bear_div=0.0,momentum bull forte,True
T34,C,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.13;rsi_min8=39.75;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.11,sem capitulação relevante,True
T34,C,fuel,high_fuel,medium,room,,far_supply,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=3.28;dist_d1_supply=0.81;blocks_target=0,supply longe = combustível alto,True
T34,C,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=3.0;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
T36,C,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
T36,C,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.24;touched_retest=1,demanda defendida real,True
T36,C,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.84;dist_VAL=1.73;va_width=0.92;rel_volume=1.11,aceitação acima do valor = bullish,True
T36,C,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=-0.13;rsi_1d=65.8;d_break=bull;w_break=bull;weekly_slope=0.8559237367907301,alinhamento bull multi-TF = bull-run maior,True
T36,C,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=1.0;cascade=1.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=1.2693709074971689,regime macro bull,True
T36,C,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=-0.13;rsi=63.45;rsi_1d=65.8;legpos90=90.1;rise20=2.64;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
T36,C,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=47.54;sweet_spot=False;bub_sell=0.0;reclaim_body=0.82,sem capitulação relevante,True
T36,C,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=None;blocks_target=0,sem teto = combustível alto,True
T36,C,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.34;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
