bar_idx,specialist,state,confidence,supports,conflicts,reason_codes,feature_values,market_interpretation,provenance_ok
458,capit,FALLING_KNIFE,high,,knife,drop_no_reclaim,drop20=3.81;rsi_min8=40.99;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.28,drop forte sem reclaim = faca caindo,True
458,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=2.86;dist_d1_supply=None;blocks_target=0,sem teto = combustível alto,True
458,risk,SL_NEUTRAL,medium,,,neutral,sl_atr=2.85;sl_type=LATE_WIDE,SL aceitável,True
493,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=1.54;has_overhead=1,supply bloqueia alvo = R ruim,True
493,demand,DEMAND_FRAGILE,medium,,demand_deep,TOO_DEEP,demand_category=DEMAND_TOO_DEEP;dist_4h_demand=5.02;touched_retest=0,demanda muito funda = entrada esticada,True
493,volume,REJECTION_BELOW_VALUE,medium,,below_value,BELOW_VAL|maturity:VP-as-of-bar,below_VAL=True;dist_POC=-0.86;dist_VAL=-0.22;va_width=0.93;rel_volume=1.37,preço abaixo do VAL = rejeição/distribuição,True
493,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=1.84;rsi_1d=64.3;d_break=bull;w_break=bull;weekly_slope=0.567423062410765,alinhamento bull multi-TF = bull-run maior,True
493,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=3.0;cascade=2.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=1.3307767157003034,regime macro bull,True
493,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=1.84;rsi=50.97;rsi_1d=64.3;legpos90=74.4;rise20=0.93;bear_div=0.0,momentum bull forte,True
493,capit,NO_CAPITULATION,low,,,no_cap,drop20=1.81;rsi_min8=50.97;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.37,sem capitulação relevante,True
493,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.54;dist_d1_supply=0.43;blocks_target=1,supply colada/bloqueia = combustível baixo,True
493,risk,SL_TOO_SHORT,high,,sl_short,sl<1.2ATR,sl_atr=0.3;sl_type=LATE_WIDE,SL curto demais = stop no ruído (ex T34),True
521,supply,SUPPLY_REJECTING_RISK,high,,supply_rejecting,SUPPLY_NEAR_AND_REJECTING,supply_category=SUPPLY_NEAR_AND_REJECTING;polarity_category=POLARITY_UNDER_SUPPLY_PRESSURE;dist_4h_supply=0.41;has_overhead=1,supply viva colada acima = risco,True
521,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.86;touched_retest=1,demanda defendida real,True
521,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.65;dist_VAL=0.89;va_width=0.35;rel_volume=2.5,aceitação acima do valor = bullish,True
521,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=-0.78;rsi_1d=55.2;d_break=bull;w_break=bull;weekly_slope=0.5583435484705966,alinhamento bull multi-TF = bull-run maior,True
521,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=2.0;cascade=2.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=2.869898689256475,regime macro bull,True
521,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=-0.78;rsi=49.61;rsi_1d=55.2;legpos90=54.3;rise20=2.72;bear_div=0.0,momentum bull forte,True
521,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.67;rsi_min8=30.37;sweet_spot=False;bub_sell=2.0;reclaim_body=0.64,sem capitulação relevante,True
521,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_NEAR_AND_REJECTING;dist_4h_supply=0.41;dist_d1_supply=0.31;blocks_target=1,supply colada/bloqueia = combustível baixo,True
521,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.96;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
542,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=1.11;has_overhead=1,supply bloqueia alvo = R ruim,True
542,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=3.19;touched_retest=1,demanda defendida real,True
542,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=2.17;dist_VAL=2.88;va_width=2.2;rel_volume=0.62,aceitação acima do valor = bullish,True
542,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=2.7;rsi_1d=52.0;d_break=bull;w_break=bull;weekly_slope=0.5400352108573094,alinhamento bull multi-TF = bull-run maior,True
542,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=1.0;cascade=1.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=3.5556064335183954,regime macro bull,True
542,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=2.7;rsi=64.25;rsi_1d=52.0;legpos90=71.0;rise20=2.86;bear_div=0.0,momentum bull forte,True
542,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.37;rsi_min8=35.63;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.37,sem capitulação relevante,True
542,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.11;dist_d1_supply=0.05;blocks_target=1,supply colada/bloqueia = combustível baixo,True
542,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=3.29;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
583,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_FLOATING_NO_BASE;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
583,demand,DEMAND_ABSENT,high,,no_demand_base,ABSENT,demand_category=DEMAND_ABSENT_OR_IRRELEVANT;dist_4h_demand=4.95;touched_retest=0,sem base de demanda = floating,True
583,volume,REJECTION_BELOW_VALUE,medium,,below_value,BELOW_VAL|maturity:VP-as-of-bar,below_VAL=True;dist_POC=-2.23;dist_VAL=-0.77;va_width=1.9;rel_volume=1.52,preço abaixo do VAL = rejeição/distribuição,True
583,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=2.86;rsi_1d=67.0;d_break=bull;w_break=bull;weekly_slope=0.5696206217372586,alinhamento bull multi-TF = bull-run maior,True
583,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=4.0;cascade=3.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=0.19128865743912504,regime macro bull,True
583,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=2.86;rsi=53.26;rsi_1d=67.0;legpos90=65.0;rise20=2.48;bear_div=0.0,momentum bull forte,True
583,capit,FALLING_KNIFE,high,,knife,drop_no_reclaim,drop20=2.58;rsi_min8=53.26;sweet_spot=True;bub_sell=0.0;reclaim_body=-0.29,drop forte sem reclaim = faca caindo,True
583,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=None;blocks_target=0,sem teto = combustível alto,True
583,risk,SL_TOO_WIDE,medium,,sl_wide,sl>5ATR,sl_atr=5.05;sl_type=NORMAL_DEMAND_BASE,SL largo = R ruim,True
597,supply,SUPPLY_REJECTING_RISK,high,,supply_rejecting,SUPPLY_NEAR_AND_REJECTING,supply_category=SUPPLY_NEAR_AND_REJECTING;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=1.0;has_overhead=1,supply viva colada acima = risco,True
597,demand,DEMAND_NEUTRAL,medium,demand_present,,PRESENT_NEUTRAL,demand_category=DEMAND_PRESENT_NEUTRAL;dist_4h_demand=2.24;touched_retest=1,demanda presente neutra,True
597,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.19;dist_VAL=0.07;va_width=0.55;rel_volume=0.33,dentro do valor = balanço,True
597,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=3.65;rsi_1d=62.3;d_break=bull;w_break=bull;weekly_slope=0.6013097455973243,alinhamento bull multi-TF = bull-run maior,True
597,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=2.0;cascade=2.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=1.26899239737591,regime macro bull,True
597,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=3.65;rsi=58.01;rsi_1d=62.3;legpos90=77.6;rise20=1.48;bear_div=0.0,momentum bull forte,True
597,capit,NO_CAPITULATION,low,,,no_cap,drop20=2.48;rsi_min8=57.32;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.4,sem capitulação relevante,True
597,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=SUPPLY_NEAR_AND_REJECTING;dist_4h_supply=1.0;dist_d1_supply=None;blocks_target=1,sem teto = combustível alto,True
597,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.34;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
631,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=1.34;has_overhead=1,supply bloqueia alvo = R ruim,True
631,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.58;touched_retest=1,demanda defendida real,True
631,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.27;dist_VAL=0.27;va_width=0.99;rel_volume=0.52,dentro do valor = balanço,True
631,mtf,PARTIAL_BULL,medium,partial_bull,,parcial,trend_30_4h=-0.45;rsi_1d=49.5;d_break=bull;w_break=bull;weekly_slope=0.6246286658391609,alinhamento parcial bull,True
631,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=TRANSITION;combined_score=1.0;cascade=1.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=2.94814126604652,regime macro bull,True
631,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-0.45;rsi=44.1;rsi_1d=49.5;legpos90=35.5;rise20=1.88;bear_div=0.0,momentum fraco = bounce/indeciso,True
631,capit,NO_CAPITULATION,low,,,no_cap,drop20=1.75;rsi_min8=28.79;sweet_spot=False;bub_sell=1.0;reclaim_body=0.54,sem capitulação relevante,True
631,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.34;dist_d1_supply=1.15;blocks_target=1,supply colada/bloqueia = combustível baixo,True
631,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.68;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
685,supply,SUPPLY_REJECTING_RISK,high,,supply_rejecting,SUPPLY_FRESH_DANGEROUS,supply_category=SUPPLY_FRESH_DANGEROUS;polarity_category=POLARITY_FLOATING_NO_BASE;dist_4h_supply=0.73;has_overhead=1,supply viva colada acima = risco,True
685,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=4.43;touched_retest=1,demanda defendida real,True
685,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=1.97;dist_VAL=2.29;va_width=0.89;rel_volume=1.39,aceitação acima do valor = bullish,True
685,mtf,PARTIAL_BULL,medium,partial_bull,,parcial,trend_30_4h=3.87;rsi_1d=50.7;d_break=none;w_break=bull;weekly_slope=0.5881809871920802,alinhamento parcial bull,True
685,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=TRANSITION;combined_score=2.0;cascade=2.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=2.8263406564769653,regime macro bull,True
685,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=3.87;rsi=53.96;rsi_1d=50.7;legpos90=81.5;rise20=5.61;bear_div=0.0,momentum bull forte,True
685,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=53.96;sweet_spot=True;bub_sell=0.0;reclaim_body=2.3,sem capitulação relevante,True
685,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=SUPPLY_FRESH_DANGEROUS;dist_4h_supply=0.73;dist_d1_supply=None;blocks_target=1,sem teto = combustível alto,True
685,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=4.53;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
702,supply,SUPPLY_REJECTING_RISK,high,,supply_rejecting,SUPPLY_NEAR_AND_REJECTING,supply_category=SUPPLY_NEAR_AND_REJECTING;polarity_category=POLARITY_UNDER_SUPPLY_PRESSURE;dist_4h_supply=0.8;has_overhead=1,supply viva colada acima = risco,True
702,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=1.28;touched_retest=1,demanda defendida real,True
702,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.76;dist_VAL=1.27;va_width=1.35;rel_volume=1.67,aceitação acima do valor = bullish,True
702,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=2.21;rsi_1d=55.2;d_break=bull;w_break=bull;weekly_slope=0.5881809871920802,alinhamento bull multi-TF = bull-run maior,True
702,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=2.0;cascade=2.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=1.8360733749532672,regime macro bull,True
702,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=2.21;rsi=40.59;rsi_1d=55.2;legpos90=69.3;rise20=1.26;bear_div=0.0,momentum bull forte,True
702,capit,NO_CAPITULATION,low,,,no_cap,drop20=1.69;rsi_min8=40.59;sweet_spot=True;bub_sell=1.0;reclaim_body=1.26,sem capitulação relevante,True
702,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_NEAR_AND_REJECTING;dist_4h_supply=0.8;dist_d1_supply=0.03;blocks_target=1,supply colada/bloqueia = combustível baixo,True
702,risk,SL_NEUTRAL,medium,,,neutral,sl_atr=1.38;sl_type=V_REVERSAL_DEMAND,SL aceitável,True
766,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
766,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.94;touched_retest=1,demanda defendida real,True
766,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.02;dist_VAL=0.13;va_width=0.3;rel_volume=None,dentro do valor = balanço,True
766,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=1.69;rsi_1d=64.6;d_break=bull;w_break=bull;weekly_slope=0.6158233570956342,alinhamento bull multi-TF = bull-run maior,True
766,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=3.0;cascade=3.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=0.526647107094286,regime macro bull,True
766,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=1.69;rsi=57.17;rsi_1d=64.6;legpos90=89.9;rise20=2.66;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
766,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.34;rsi_min8=57.13;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.03,sem capitulação relevante,True
766,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=None;blocks_target=0,sem teto = combustível alto,True
766,risk,SL_TOO_SHORT,high,,sl_short,sl<1.2ATR,sl_atr=0.72;sl_type=NORMAL_DEMAND_BASE,SL curto demais = stop no ruído (ex T34),True
780,supply,SUPPLY_REJECTING_RISK,high,,supply_rejecting,SUPPLY_NEAR_AND_REJECTING,supply_category=SUPPLY_NEAR_AND_REJECTING;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=0.66;has_overhead=1,supply viva colada acima = risco,True
780,demand,DEMAND_NEUTRAL,medium,demand_present,,PRESENT_NEUTRAL,demand_category=DEMAND_PRESENT_NEUTRAL;dist_4h_demand=1.91;touched_retest=1,demanda presente neutra,True
780,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.47;dist_VAL=1.21;va_width=1.09;rel_volume=1.17,aceitação acima do valor = bullish,True
780,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=1.55;rsi_1d=60.9;d_break=bull;w_break=bull;weekly_slope=0.6158233570956342,alinhamento bull multi-TF = bull-run maior,True
780,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=2.0;cascade=2.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=1.1363636363636325,regime macro bull,True
780,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=1.55;rsi=53.39;rsi_1d=60.9;legpos90=85.7;rise20=1.16;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
780,capit,NO_CAPITULATION,low,,,no_cap,drop20=1.08;rsi_min8=45.97;sweet_spot=False;bub_sell=0.0;reclaim_body=0.36,sem capitulação relevante,True
780,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=SUPPLY_NEAR_AND_REJECTING;dist_4h_supply=0.66;dist_d1_supply=None;blocks_target=1,sem teto = combustível alto,True
780,risk,SL_NEUTRAL,medium,,,neutral,sl_atr=2.01;sl_type=V_REVERSAL_DEMAND,SL aceitável,True
833,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
833,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.76;touched_retest=1,demanda defendida real,True
833,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.36;dist_VAL=0.88;va_width=0.77;rel_volume=1.19,aceitação acima do valor = bullish,True
833,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=0.09;rsi_1d=67.9;d_break=bull;w_break=bull;weekly_slope=0.6876458812501033,alinhamento bull multi-TF = bull-run maior,True
833,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=3.0;cascade=2.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=0.45436042993718107,regime macro bull,True
833,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=0.09;rsi=51.32;rsi_1d=67.9;legpos90=90.5;rise20=1.87;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
833,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=48.64;sweet_spot=True;bub_sell=0.0;reclaim_body=0.95,sem capitulação relevante,True
833,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=None;blocks_target=0,sem teto = combustível alto,True
833,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.86;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
845,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_FLOATING_NO_BASE;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
845,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.8;touched_retest=1,demanda defendida real,True
845,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=2.11;dist_VAL=2.64;va_width=2.01;rel_volume=1.1,aceitação acima do valor = bullish,True
845,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=2.02;rsi_1d=59.6;d_break=bull;w_break=bull;weekly_slope=0.6876458812501033,alinhamento bull multi-TF = bull-run maior,True
845,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=2.0;cascade=1.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=1.1386514406416077,regime macro bull,True
845,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=2.02;rsi=55.08;rsi_1d=59.6;legpos90=90.1;rise20=2.48;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
845,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.05;rsi_min8=41.05;sweet_spot=False;bub_sell=0.0;reclaim_body=0.63,sem capitulação relevante,True
845,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=None;blocks_target=0,sem teto = combustível alto,True
845,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.9;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
866,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_FLOATING_NO_BASE;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
866,demand,DEMAND_ABSENT,high,,no_demand_base,ABSENT,demand_category=DEMAND_ABSENT_OR_IRRELEVANT;dist_4h_demand=7.25;touched_retest=0,sem base de demanda = floating,True
866,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.04;dist_VAL=0.48;va_width=0.64;rel_volume=0.86,dentro do valor = balanço,True
866,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=5.62;rsi_1d=77.6;d_break=bull;w_break=bull;weekly_slope=0.8290219067529373,alinhamento bull multi-TF = bull-run maior,True
866,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=3.0;cascade=3.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=0.31010238725372014,regime macro bull,True
866,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=5.62;rsi=77.26;rsi_1d=77.6;legpos90=94.1;rise20=5.7;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
866,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.19;rsi_min8=75.45;sweet_spot=False;bub_sell=0.0;reclaim_body=0.27,sem capitulação relevante,True
